"Latitude";"ACCESS1-0";"CMCC-CESM";"CMCC-CM";"CNRM-CM5";"GFDL-ESM2G";"GFDL-ESM2M";"GISS-E2-R";"IPSL-CM5A-LR";"IPSL-CM5A-MR";"IPSL-CM5B-LR";"MPI-ESM-LR";"MPI-ESM-MR";"MRI-CGCM3";"NorESM1-M";"NorESM1-ME"
16;1,16621466259012;-6,61142479443927;-5,97177332541085;1,35040512625201;1,68814624088504;1,67059553945291;1,85766772658982;1,28608138132444;1,40698999686765;0,818130322439168;1,67032402811789;1,56224770870844;1,87489983600919;1,6061417022448;1,60988521245993
17;1,17281433112003;-6,61142479443927;-5,97177332541085;1,33555901022161;1,68534831589127;1,66260673995926;1,74890792017918;1,28608138132444;1,40698999686765;0,818130322439168;1,69570270552354;1,57230721821715;1,84709409446294;1,59847814690767;1,60552442145609
18;1,18698386796164;-2,51951027264171;-3,35271315387296;1,31407541651868;1,67407706190269;1,64788775268437;1,67818995021499;1,27728040123429;1,41340485871063;0,825042430216951;1,69269263229914;1,57392328367974;1,81346237642694;1,72345823890852;1,71494680892187
19;1,19157021511825;-2,51951027264171;-3,35271315387296;1,29396793006933;1,66097477578684;1,6323793538892;1,58585044204374;1,27728040123429;1,41340485871063;0,825042430216951;1,69486616603244;1,57449251657691;1,74700435966459;1,65909859651234;1,65211870138805
20;1,19795069262329;-0,13954611877533;-1,34477458865227;1,27487294460324;1,64308025475075;1,61549066392073;1,54520238240782;1,21916588315616;1,35166890840567;0,799726374179089;1,6943880620495;1,56403956129161;1,66434659155933;1,64672170210447;1,65862485297541
21;1,20192780582417;-0,13954611877533;-1,34477458865227;1,24727798434449;1,62061292390694;1,57495725215913;1,47027533141215;1,21916588315616;1,35166890840567;0,799726374179089;1,67085941497422;1,55364069357419;1,62505620069058;1,69462339013271;1,7065083713102
22;1,19721355587929;1,30497321942822;-0,468740765416653;1,23221147054964;1,59354145525903;1,54714319971769;1,39587816771254;1,16243537508688;1,28141681209808;0,759895158387371;1,66330118866548;1,53729012675267;1,56050173938142;1,65212555933523;1,66590547147588
23;1,19113859065306;1,30497321942822;-0,468740765416653;1,20795052747299;1,56554294435615;1,51166306657361;1,32457298556964;1,16243537508688;1,28141681209808;0,759895158387371;1,62715476388573;1,498381737399;1,52956206907375;1,60807407623404;1,63811104866301
24;1,18047667090278;2,0935710123406;0,388872164173414;1,14276255317429;1,5257958051773;1,47269740537767;1,26910318677853;1,05831814343351;1,1688550304809;0,678259599118131;1,60564443257568;1,47144940749719;1,4597054682908;1,51519747863545;1,55142375444944
25;1,16833522623044;2,0935710123406;0,388872164173414;1,1053299972552;1,47968152180161;1,42669062441225;1,19497282246653;1,05831814343351;1,1688550304809;0,678259599118131;1,57457471199948;1,43016554177891;1,43947927061917;1,76472861281475;1,79045956691724
26;1,15336006047044;4,05495798979666;2,62567838123063;1,0664016644581;1,42947700270744;1,38133006919747;1,19098942530081;0,97715921723037;1,07397457086519;0,615043214415072;1,52451097732826;1,40771028439553;1,39704253336937;1,72714683653018;1,74819086362877
27;1,13867534753983;4,67877277598816;3,7901175950904;0,971669988509179;1,37406218434839;1,33664703325191;1,18096838858208;0,880314768863735;0,978430777912525;0,517783726286234;1,50351676964872;1,35544220757476;1,35100044906143;1,63398413001583;1,65745453421928
28;1,12211799699695;4,67877277598816;3,7901175950904;0,917606194389897;1,32461426495535;1,30019522983226;1,15510054134411;0,880314768863735;0,978430777912525;0,517783726286234;1,46479373164779;1,32543556460128;1,30862646504057;1,80549390671107;1,82533164247811
29;1,11634356743868;5,40546189036694;4,78569595516136;0,841481918419289;1,28321071576088;1,27023888233411;1,13802815358116;0,751314368558289;0,852019655395465;0,374746070284698;1,43521265235174;1,28663076629753;1,23588245379328;1,80701391237687;1,80802734296564
30;1,1056406248605;5,40546189036694;4,78569595516136;0,789483130405301;1,24914330080806;1,24496558916362;1,07361656582669;0,751314368558289;0,852019655395465;0,374746070284698;1,4159762178497;1,25828488753946;1,1601755870389;1,72142574172445;1,7303579868969
31;1,08883263066863;5,58544942549565;4,94375595810782;0,737590333260988;1,21421295818053;1,21638587248265;0,984073717545182;0,610854066027433;0,722675329374618;0,223893501065489;1,37194240708804;1,228332931448;1,07610919061893;1,61104617738452;1,63824359239557
32;1,06798684254322;5,80958449038131;5,12451088865976;0,732655517103903;1,17881430826435;1,18107693134292;0,915425614220821;0,685588211370078;0,801150282864504;0,285988721873886;1,31618527135276;1,19022000575315;0,959453778400128;1,6996011433042;1,68397443504404
33;1,04069837065595;5,54283623071258;5,07050858405069;0,515187279596349;1,13594827590499;1,13760955020447;0,827995024220147;0,456018628283017;0,574008242241224;0,0773321103320064;1,30625709559642;1,14699043402984;0,85532851037993;1,71812818395194;1,76959612442492
34;1,01337624631303;5,59401190491484;5,26818141000165;0,466982692713894;1,0936630723456;1,08789286743873;0,72470444899997;0,337824265469965;0,466178557067674;-0,0250870856850619;1,24034424902885;1,09879398815094;0,807512142002122;1,5330291342436;1,47382132397967
35;0,979492296710059;5,6054504402914;5,31524588048766;0,451731793656032;1,04396134053912;1,03207820906028;0,668426342473491;0,338883672480956;0,462402651287689;-0,020780200575488;1,17749310097472;1,0459286080839;0,739193593811294;1,4273743891026;1,39507182247252
36;0,934575886675618;5,74670150299672;5,38422171630114;0,440416948616109;0,989740892029191;0,971243877608008;0,641327428173873;0,22293267455344;0,352521599727258;-0,059851860126976;1,1197786594435;0,989956306790284;0,674207288235491;1,22110116508701;1,189728236283
37;0,874113139343565;4,72271809762478;4,25197408651919;0,346330887601762;0,922844492198839;0,898643055384064;0,570086870546671;0,181341477551185;0,301324799324006;-0,0567926306014549;1,03548236113152;0,927495169428352;0,585576411271526;1,52741690719488;1,13690633459374
38;0,805887250734592;4,51242146957406;3,93046983455287;0,283266528923617;0,841800248739618;0,8151294849799;0,488758474563556;0,108470376811839;0,216932384709559;-0,04698216424;0,947499880613423;0,826628894641489;0,509505021749097;1,31735357904804;1,06237677655289
39;0,733269772609173;3,7058265683876;3,05049077787675;0,255454681864738;0,751693950274082;0,726669374940408;0,404100620847107;0,0349260090118821;0,108773842310963;0,0123020020094528;0,835616566916166;0,750072443040189;0,457039425755501;1,20625477659285;1,20608264693251
40;0,656373612290078;3,47514118934405;2,94934396342118;0,231198857405582;0,658219345930718;0,642559838649566;0,338929894019462;0,0648789088860229;0,135569536949709;0,0647434783112087;0,734245587958687;0,674363574223516;0,433748924250276;1,26287363492755;1,20123595558465
41;0,593139315088708;3,10332417214805;2,35094509641127;0,184174678625198;0,573166571801745;0,581425894218752;0,308630937863965;0,0368617152258309;0,0587732737405184;0,0891296672385877;0,647388450206205;0,598078790711465;0,437485969082841;1,08213066887003;1,09554051571533
42;0,547412603586865;3,01319578693366;2,37328304883608;0,19646364318037;0,50036022555904;0,539401100204143;0,317558694214619;0,0733396906955669;0,0309730929737984;0,118889038640299;0,619006296013639;0,552330138092866;0,449040268306662;1,06622694845696;1,06774244428011
43;0,523499399946863;2,9688970648336;2,27862661659764;0,217461602637517;0,445894770743505;0,516699493307625;0,355731566204698;0,11269191821355;0,0753154419229056;0,132479499334349;0,596657510605386;0,516286959710669;0,485050605994125;0,994436804014933;1,00084408503317
44;0,506524223638714;3,01157933578605;2,22028725147163;0,269291320745575;0,417452784205573;0,50390563174796;0,412757583865284;0,137592455333343;0,0852224567083947;0,154495946914551;0,586037934235347;0,502003213322389;0,539665275163795;0,957269132638031;0,950457866280124
45;0,509714546082957;3,38888192780898;2,4361790491835;0,303586732887769;0,410404836458295;0,499549571338739;0,446868717293034;0,208880325330067;0,17184868896093;0,177208058856209;0,582815706743583;0,49687162798253;0,555570500836894;0,985900201348708;0,960469747740356
46;0,508441970409967;3,51440159893024;2,58391656862068;0,33103649310947;0,415941788022929;0,496229869546619;0,463537604205343;0,230774172163503;0,199547498383932;0,186632153911488;0,59999300872031;0,505781294932241;0,556595958873475;0,927695318623217;0,910338289955543
47;0,513456837004075;3,68291710383282;2,78262537411096;0,357690815309511;0,42540800857309;0,492448263895177;0,484488801075942;0,287400205722336;0,260883417454114;0,201354599768791;0,609371770568938;0,518714082521556;0,585853981460905;0,939041275883904;0,919939271269948
48;0,518289500545109;3,75389330794141;2,94911968173145;0,389325076200649;0,434902161094054;0,487630898122598;0,503727393799267;0,345739619796916;0,327968000376559;0,217995541896533;0,626999395587281;0,527953780082975;0,618969797237564;0,675847504385509;0,683648042736117
49;0,521716170190733;3,8398580941596;3,04250646578889;0,415530924988897;0,442797600059716;0,483816323990204;0,517505611024006;0,356002477649933;0,346446981894413;0,219444806506223;0,631129779257329;0,538144538995258;0,648340329532194;0,839829406366507;0,819648175288627
50;0,520876370420976;3,73413547591953;3,01488348076211;0,438550694356485;0,448389491337301;0,479835341467742;0,521915307202977;0,373686740864885;0,369401826610381;0,217410832142876;0,637574079919015;0,539980223760349;0,66552933756125;0,858387180690891;0,843520952091448
51;0,519065428299981;3,6366597650604;3,02609730706514;0,445609894757767;0,449317482063566;0,473869887536377;0,52324498510086;0,38993147361147;0,390290333797581;0,225462597621321;0,664826118553074;0,546712085775567;0,670404530894281;0,831785729940222;0,806900559982455
52;0,514836873564433;3,4911012346454;2,97192098542531;0,460405503880543;0,446212424963797;0,465203299658649;0,509981069455095;0,381313783700604;0,383873758731742;0,223086824195575;0,640480076599808;0,544170232533577;0,66512165248033;0,909172090619345;0,912023124296764
53;0,506571923898624;3,49918635295418;2,9600866854413;0,466736676050848;0,439846731801182;0,456848278089553;0,497962327533887;0,39402059291907;0,39830659566982;0,223926156725581;0,624249446237381;0,544875687067155;0,661848674389316;0,765010786589743;0,753933425932356
54;0,500434016786929;3,27081031378138;2,84253723961274;0,480294658050158;0,429605426909659;0,444390861529375;0,47315731501606;0,40536528293183;0,414235102622549;0,233386381081839;0,606861730468496;0,532212868468962;0,661954984303121;0,785673750568706;0,752268679856137
55;0,484593965105716;2,99642429578161;2,6874971420286;0,488865958227773;0,416317743099916;0,428046816074974;0,444019131618521;0,394744400683143;0,408593299849043;0,224802625013809;0,586460979744247;0,517536799119885;0,650040817602368;0,700884070504824;0,701818076605837
56;0,474536938106322;2,55447552513207;2,36707652839287;0,485314770819731;0,395795594069579;0,406146417571697;0,413164713077728;0,376254627623255;0,393615307791159;0,20849317845543;0,561598317325685;0,502296516668785;0,62727440007283;0,847569099593857;0,835860891338957
57;0,449870073817444;2,43521914691229;2,33652605880668;0,476830789725942;0,373030524864733;0,383609847625564;0,390846993335658;0,37308251034617;0,390467851482112;0,204870851880543;0,530548995544435;0,479625606046985;0,584457628945316;0,503704995066022;0,498952600963623
58;0,424556406175826;2,04748998831705;2,00192172757861;0,468337809752462;0,348615364126946;0,360956538721758;0,367998254665334;0,349236255248365;0,374202453664853;0,180469646354611;0,499775878397704;0,458362368771043;0,544119112609146;0,637150362965806;0,649426131553502
59;0,396122124685181;1,84975705060804;1,81822570751085;0,438355453916469;0,319654124564367;0,330763567057174;0,343065266527936;0,305108388854713;0,331131443729026;0,148682553075004;0,467681587541503;0,434673397030197;0,492333070067374;0,80880134688623;0,813061287437213
60;0,368126459823116;1,67539912962033;1,58571335827736;0,39558699960649;0,291169537399588;0,302966326763049;0,303285268059453;0,253071160814464;0,273301988244335;0,120103928219334;0,440588492707622;0,41035925943352;0,44289820262921;0,476263978233489;0,473537213317244
61;0,343079652246453;1,45444241623881;1,47555085236149;0,338674332452196;0,266862573912414;0,281126004587487;0,275989920764285;0,213689360094495;0,229449365266944;0,0972560339676416;0,416442303718965;0,388478031479978;0,416957186900019;0,419636576901668;0,377310741502639
62;0,319564966367611;1,53367211283761;1,43463368181222;0,319605554115773;0,2419998182065;0,254003555920633;0,25525598232672;0,188274165164684;0,196483522515686;0,0870943926269835;0,389261977745425;0,370068443958783;0,391160331051273;0,404689456926548;0,371118734920281
63;0,297036288707162;1,35729952835342;1,33488939739959;0,305459074021472;0,21902219848995;0,231527134801092;0,239674984180375;0,194972639156938;0,21181705033826;0,0854701471412213;0,370563963303424;0,346737709835282;0,358975686227163;0,575188237346329;0,551035567201821
64;0,28100226067369;1,41622841267534;1,39766414410574;0,257477188209018;0,198651436777725;0,207427343476349;0,214729042919315;0,157066848316721;0,168571140743004;0,0708206311044032;0,350981720164582;0,324037824885296;0,316547452485138;0,348988663979403;0,321265539343155
65;0,265941037260423;1,30171180738165;1,24323024050642;0,275801227855405;0,183992391173554;0,185276474264375;0,193052581508032;0,133913506759003;0,143684026721007;0,0584206101613013;0,361036121719913;0,312758772578465;0,301267074025292;0,532224613112777;0,485975162436207
66;0,253912602095894;0,96718530927729;0,952273215237325;0,23867314280161;0,173633256684418;0,180169429443126;0,1650024126999;0,124190995430923;0,13277827180288;0,0550169389121035;0,326768938669617;0,311891085895871;0,283851848349001;0,366177321698288;0,356044675694956
67;0,24389504677357;1,1037193183732;1,05244612259751;0,254283820548542;0,166039339924273;0,172649308604719;0,15334568395404;0,129564790791251;0,142837782746236;0,0531326475695824;0,3109896803713;0,290627424250005;0,275185543346049;0,258561183442146;0,249235715294221
68;0,231783129951352;1,1023610967117;1,04884548551203;0,255236840985074;0,158733141242004;0,163852917936616;0,153159300440368;0,133736378855624;0,147158203672448;0,0564611115261344;0,292594361042532;0,279129944028098;0,272211805993681;0,316744902800946;0,28765347685251
69;0,220457003509997;1,0423889401349;0,987147045815066;0,250389066145467;0,148872059867638;0,15407328764634;0,146702368081522;0,124407442067122;0,138289870349353;0,0544435672743747;0,280137687780238;0,268084060953199;0,258679641889562;0,282850433663527;0,262590009145576
70;0,20621485515186;0,983935313849476;0,904123978607407;0,233480987444451;0,136303021632958;0,142256481697393;0,142098449015563;0,117324064658187;0,131666270144767;0,0520958978405045;0,262884149427563;0,2526130819336;0,245122796308072;0,199603624210207;0,19060640976962
71;0,18902365799685;0,928196572281162;0,846533642009638;0,221286384018422;0,123417739821149;0,12869105503567;0,136200839816786;0,108011304301371;0,123075741540265;0,0475671384757323;0,240007185257606;0,232743668450929;0,220760983981402;0,256823406542197;0,235176425993353
72;0,167896452861298;0,865435606082252;0,776298542702524;0,204675418277116;0,107500573502242;0,112644926429729;0,12693656170848;0,0951946245053639;0,110253177005351;0,0416787494041613;0,22077598697852;0,211277309401071;0,190922568403565;0,241039605668694;0,227368089594509
73;0,148405987213592;0,719297339157562;0,64271247685574;0,177105909593038;0,0923119798531569;0,0979049391148376;0,114069029985285;0,0731294484049329;0,0865624946496165;0,0319435687203861;0,19269790141769;0,183432057453503;0,161642754648857;0,187007007454013;0,17022231150707
74;0,127738361717525;0,572907862631984;0,496487780450271;0,14782879622763;0,0769472010830853;0,0784447118482923;0,0973555471287694;0,0572780526443786;0,0679638230876251;0,0259455444036819;0,167914785682418;0,162112505360053;0,133504181786747;0,16595442642713;0,150272840724928
75;0,11016828197878;0,516652956164911;0,448987293746057;0,114560054947875;0,0631997735121665;0,0616424637430495;0,0820567532252325;0,0398321728923901;0,0482149510348373;0,0220402570411297;0,141421161711551;0,135051115788683;0,110996522446051;0,114865060984298;0,105132960040417
76;0,0952800643863512;0,389298622795199;0,332315152104752;0,0920649875354455;0,0501112264642713;0,048688973616059;0,0633826095504946;0,0270762979877666;0,0333863418614957;0,0196692457051219;0,121324400626293;0,111003640710159;0,089229169087199;0,147925318691646;0,129124558955514
77;0,0788921971664345;0,252561318952209;0,221411926411921;0,0745872840068223;0,0391083996650206;0,038610194856367;0,0471254115164733;0,0184333407592201;0,0233938771258619;0,0209947131981344;0,0893731465626199;0,0888057814245965;0,064579404529509;0,0725172467266617;0,0650578165003447
78;0,063481375260671;0,13894750689575;0,125487608828757;0,0689655932695258;0,0312284171933316;0,0291065255990422;0,0342743652570607;0,0140412141843027;0,0185095344822891;0,0189148742159819;0,0771148787680739;0,0677764245966384;0,0445038013233468;0,0729401713261025;0,0606407744686821
79;0,0495181326493071;0,0663087899915691;0,0645999649468843;0,0642409988163742;0,0248629902211171;0,0222281225135143;0,0251737840469957;0,0113353683302074;0,015718695844416;0,0159195219241152;0,0560151599430953;0,0497502311421972;0,0356629987136269;0,0585496186664752;0,0432601761103723
80;0,0384796357924855;0,0707413265480909;0,0566613040189653;0,0482111209862209;0,0201118370770597;0,0162146580904036;0,0193387846084197;0,0086158299706096;0,0126147587399072;0,0140815442354845;0,036199668219711;0,0357076675972456;0,025306643568632;0,0220306895929445;0,0130930899990646
81;0,0296273217264989;0,0633821309503019;0,040625429647568;0,0400985611177212;0,0161492861117483;0,0116043230709594;0,0147203878513525;0,00823909833146793;0,0106699863985621;0,01461192174956;0,0245706684824034;0,0256699606110941;0,0185736617319123;0,0500017195053451;0,0362843014833413
82;0,021675990617879;0,0409095336146475;0,0212631706054528;0,029637311252706;0,0125432105326723;0,00768525309312358;0,0108671067905311;0,00871464574733007;0,0107355297151957;0,0133540752333141;0,0155436100609845;0,0139898138557352;0,0220412334987867;0,0661525928344983;0,0548410473363211
83;0,0154333841801448;0,0413705313577984;0,0237532696408917;0,0126444560063502;0,00952468464710293;0,00507812757389147;0,00829214285854829;0,00861007552697479;0,00995539975122987;0,0112091675108331;0,0136897163930605;-0,000410240843532267;0,0199258651102823;0,0202009075126509;0,022305685939512
84;0,0108586946611115;0,026591130628864;0,0142226799200768;0,00825799105774507;0,00688585949790507;0,0035897923739744;0,00721895544601012;0,00698011461351367;0,00877518470145493;0,00914863866786773;0,0111277974724953;-0,000153881422785067;0,0123727418045897;0,013813309088639;0,00990080414798573
85;0,00719671232269973;0,0229345451308693;0,014945531017344;0,00661589930825041;0,00478111937883093;0,00248873361579947;0,00585023404495089;0,00517747113148187;0,00742186957260373;0,00589897834272853;0,0085102304021728;-6,08000002017333e-05;0,00928724746634453;0,0132733715588911;0,0072574010452662
86;0,00456012655510187;0,014246798695808;0,00982719354999467;0,00443537363185154;0,00295050714797307;0,00166343504832853;0,00406160950548141;0,0035728014385072;0,0062043376652288;0,0042921084168448;0,00576774629315911;-0,0058272405782692;0,0070713953785376;0,00970612148844213;0,00504467499013493
87;0,00259658688538053;0,00889244742271147;0,0067887991990272;0,00240544111939936;0,00155779460128;0,000958969948347733;0,00232534177326589;0,00213217336190053;0,00486526502289493;0,0031995108832768;0,00335967266715307;-0,0137121039564638;0,00694191295024213;0,0034838900898824;0,0028881365080224
88;0,00112641890125227;0,00436698531075413;0,00352465004445013;0,000900922657993387;0,000647467190010275;0,0004487089094016;0,00107421505443248;0,00177841420996027;0,003290912154944;0,00194028269367787;0,00162334257325653;-0,0128804424660312;0,00671915775429547;3,49710853962667e-05;-8,62161713105333e-05
89;0,000239741321250133;0,00106414989161813;0,00120383912087893;0,000226116861349467;0,000148512257308267;0,000115269154986667;0,000378827250851933;0,000856228182783933;0,00163332092265813;0,000890833386776733;0,000379670873238756;-0,0009657878828256;-0,0023609657837632;0,0003905038665344;-0,0005833858184268
