"Latitude";"ACCESS1-0";"CMCC-CESM";"CMCC-CM";"CNRM-CM5";"GFDL-ESM2G";"GFDL-ESM2M";"GISS-E2-R";"IPSL-CM5A-LR";"IPSL-CM5A-MR";"IPSL-CM5B-LR";"MPI-ESM-LR";"MPI-ESM-MR";"MRI-CGCM3";"NorESM1-M";"NorESM1-ME"
-61;-0,276726948085386;-0,405679120731153;-0,694942248201899;-0,185293720352029;-0,311466260157861;-0,411509325193556;-0,302968450077049;-0,0985723176033511;-0,098072272330752;-0,0721705954998251;-0,397201335422307;-0,366252416256346;-0,122011506068431;-0,42904562138426;-0,398267563237261
-60;-0,289736612988133;-0,345364561171919;-0,734606146744961;-0,164778886007764;-0,340552245220175;-0,44061671192829;-0,285816694288305;-0,0966961717463039;-0,0875649926709067;-0,05456337109216;-0,401382196689485;-0,372542655321166;-0,120678731115012;-0,492748332761555;-0,453335499955068
-59;-0,304676800132783;-0,310097242601882;-0,712395602255138;-0,125118295283698;-0,369033801809051;-0,461819113712382;-0,232041692415871;-0,0816570454000385;-0,0660099958123957;-0,0171005714821973;-0,399478580377297;-0,371387233179698;-0,121395337817621;-0,560744000180164;-0,531602669431417
-58;-0,309880149403972;-0,182452665886029;-0,674332300834714;-0,0849686455754965;-0,393516414015781;-0,475429314520981;-0,152248180396774;-0,0816985026225751;-0,064334799561632;0,0043050666857408;-0,394284016585479;-0,366460063869012;-0,105802074779588;-0,631867023869093;-0,60518684205461
-57;-0,322175718894741;-0,552899847405193;-0,960501769620787;-0,0707143886541079;-0,414564445943961;-0,483222926331507;-0,0865347100017436;-0,129327111329595;-0,0984333521478784;-0,0272405527371605;-0,385580864577325;-0,35529183774116;-0,0845155049036117;-0,694407520262571;-0,677373770776004
-56;-0,325399407798026;-0,727829782097958;-1,0296705038067;-0,0739276976835006;-0,428051684532122;-0,482929009160738;-0,115240738306795;-0,185132569344103;-0,129826325273651;-0,0593522392579413;-0,374360474569225;-0,34223805341631;-0,0489807404284245;-0,73097307487529;-0,708890059239595
-55;-0,325596717189862;-0,727829782097958;-1,0296705038067;-0,0831987285010941;-0,43367778155523;-0,480470928197504;-0,195841215010384;-0,185132569344103;-0,129826325273651;-0,0593522392579413;-0,363755026698647;-0,337913076579339;-0,0371755166192128;-0,782162957583241;-0,762570964778112
-54;-0,319949034091878;-0,976532447019716;-1,21467270865789;-0,0403999016319104;-0,4285447355374;-0,467149591763166;-0,272967884177782;-0,216423425889721;-0,15002772713309;-0,0689474681671339;-0,351226426364307;-0,325422250037967;-0,004507598465304;-0,816994192879292;-0,797511598750046
-53;-0,291201673260062;-1,0471773953323;-1,13480081414663;0,022756408359723;-0,414890625363046;-0,449642435273037;-0,30302511597731;-0,236549380275657;-0,172063174690993;-0,0951298261516544;-0,330020513391146;-0,307878000081442;0,0406149319113244;-0,859214977420971;-0,847206055934874
-52;-0,268562564012885;-1,14962033924301;-1,06798852142039;0,0586367427728917;-0,392712210802054;-0,426996596117931;-0,305332294351639;-0,253797672476496;-0,20612026258189;-0,144462720853999;-0,30779641423036;-0,286472354753325;0,114645909759817;-0,83516618376873;-0,825369388663379
-51;-0,246322878362317;-1,08450669048378;-0,869488552980207;0,172659467740507;-0,365669959633596;-0,399820322909965;-0,294512799661493;-0,273918741007926;-0,241419066756437;-0,189920434779904;-0,29292420478098;-0,268885362845715;0,182040052807932;-0,793386553785975;-0,769318471511751
-50;-0,21937482381018;-0,918035988204868;-0,635497145237777;0,205469335715995;-0,333658866524454;-0,369216681827499;-0,277059644853217;-0,254087143862628;-0,221856672643055;-0,17335628114426;-0,267914565055892;-0,237813986099061;0,227835098738347;-0,808245626114833;-0,796204869125363
-49;-0,193337016649591;-0,918035988204868;-0,635497145237777;0,15217792891199;-0,300106995613701;-0,335233929055177;-0,247255757819695;-0,254087143862628;-0,221856672643055;-0,17335628114426;-0,23545161248698;-0,217936865960649;0,272866882256077;-0,875585492566101;-0,838591685645141
-48;-0,165545351679778;-1,09722650173583;-0,821207049973077;0,0429128899749457;-0,265879451429137;-0,298234623023296;-0,189332967073014;-0,211635706041638;-0,170898870262084;-0,130922212853026;-0,201742380029675;-0,178557375106873;0,324477734547501;-0,814128517207253;-0,786107356954394
-47;-0,141097323505073;-1,05335485246095;-0,785309316797577;-0,0570725221757887;-0,234591803670636;-0,258467813859814;-0,128225065018425;-0,160553706337616;-0,120132390517658;-0,0597730279717355;-0,177869450847682;-0,152160454717084;0,391738438780484;-0,727969806749015;-0,762166514339806
-46;-0,0799011825225515;-0,762163251087121;-0,489256339747772;0,0420683159067003;-0,213002688465323;-0,219030577148749;-0,0572290467790556;-0,0064136218083712;0,0469681023757824;0,114451325879927;-0,134782272283825;-0,113535646211179;0,469832094121719;-0,773933174169455;-0,740222487500826
-45;-0,0546963949924224;-0,762163251087121;-0,489256339747772;0,156445745799803;-0,202647576658987;-0,184079602667895;0,0525624620075662;-0,0064136218083712;0,0469681023757824;0,114451325879927;-0,086125030746283;-0,0734588334411936;0,579215347496106;-0,720295564944452;-0,720578192337374
-44;-0,032980795342816;-0,0925497564673707;0,0487366587050667;0,278247034678182;-0,199579155674991;-0,157347557914949;0,220357582620001;0,206663290993807;0,276341956446839;0,324804833118784;-0,0563014504549309;-0,0571915014685201;0,634822647569945;-0,712034676792883;-0,696295957110972
-43;-0,0188360920357461;0,462532707872495;0,59068994287575;0,440559719837189;-0,201523285519108;-0,139141791148399;0,399679488995419;0,407020946556786;0,477661918632619;0,500099185971814;-0,0695880046506794;-0,0369463540527696;0,659808116262054;-0,706724834380928;-0,691035321629039
-42;-0,0217286187885099;0,462532707872495;0,59068994287575;0,482175455940848;-0,208226441068617;-0,142419374430217;0,468372027795568;0,407020946556786;0,477661918632619;0,500099185971814;-0,0893745252085942;-0,054224082897176;0,662483947485509;-0,719742630073555;-0,69724790728381
-41;-0,0623895617535915;0,699546692574959;0,445129430657843;0,473181198452397;-0,217527567523635;-0,155460651437739;0,454425811758288;0,570786948582733;0,621474755864695;0,592142638473335;-0,133295275632866;-0,0825815236989904;0,596574391377378;-0,739606225612996;-0,718876763718093
-40;-0,118995366277299;-0,0789316390908587;-0,495064993261978;0,343421772202565;-0,240675558037973;-0,184921520516865;0,414904060024328;0,599121030020715;0,573339873741193;0,537520186691925;-0,157858252381789;-0,126731189327322;0,497507133246652;-0,759105020224034;-0,736203574500962
-39;-0,17742682410442;-0,0789316390908587;-0,495064993261978;0,252148065534507;-0,279030813288354;-0,236148075870554;0,380617021762692;0,599121030020715;0,573339873741193;0,537520186691925;-0,211332246285052;-0,206742391239895;0,363361330951146;-0,796490577546462;-0,78077546676521
-38;-0,228137997076017;-1,51744731342083;-1,78793995110666;0,147353563076216;-0,330427197369734;-0,289182458589645;0,297067640304957;0,37600060820736;0,285402474094012;0,319491125777408;-0,252826907064601;-0,260605166337729;0,19574961770281;-0,823120974640425;-0,827640964893963
-37;-0,264488138455689;-2,3296023696556;-2,17326793421401;-0,0104064102550272;-0,381179091455535;-0,337786020623882;0,203171076247175;0,0357430029476949;-0,0762117427165397;0,0593796643397973;-0,294385452223024;-0,32077544752815;0,0392950910882475;-0,88873250637795;-0,874762494141491
-36;-0,286571751742737;-2,3296023696556;-2,17326793421401;-0,0811106333000907;-0,431686335624653;-0,381566877416764;0,121535937266187;0,0357430029476949;-0,0762117427165397;0,0593796643397973;-0,291828490597392;-0,358797963130623;-0,0579850747371467;-0,928327625190413;-0,912178317011541
-35;-0,297070413558647;-3,06698301218417;-2,54533784212166;-0,131681217961498;-0,473766951477581;-0,414346217665632;0,0428300210375324;-0,289296914827585;-0,387000426322688;-0,168413271966106;-0,346658855043053;-0,37599047367275;-0,117597846443181;-0,916848004119034;-0,92358634886653
-34;-0,291207433266748;-3,06698301218417;-2,54533784212166;-0,150071048478825;-0,51070156624419;-0,441635840424602;-0,00531075066565084;-0,289296914827585;-0,387000426322688;-0,168413271966106;-0,375039885676171;-0,434328403264808;-0,144207446912196;-0,953815979087573;-0,95459278278307
-33;-0,286611278569771;-3,26656855223119;-2,50119572381887;-0,199173918727638;-0,531656987944708;-0,457175238259977;0,00900971487045262;-0,468726194023671;-0,541335086875307;-0,291443784730317;-0,415753241515277;-0,433759515176087;-0,15335801801623;-0,999990469354991;-0,962860899991044
-32;-0,288752307014144;-2,37999658855301;-1,64224126717788;-0,229398582938406;-0,546239965497634;-0,473144947581918;-0,00976900601966436;-0,579394103548109;-0,650186483954893;-0,378530270156117;-0,458440048251351;-0,500305542115815;-0,190902619555942;-0,959773735898355;-0,948526626380945
-31;-0,299460486588979;-2,37999658855301;-1,64224126717788;-0,247323754557283;-0,552094593186353;-0,487154595515665;0,0184632234805931;-0,579394103548109;-0,650186483954893;-0,378530270156117;-0,498884124920927;-0,529101554183836;-0,241653318890697;-0,939873319493342;-0,874386466282989
-30;-0,314580283426031;-1,57133297214478;-0,988370159380616;-0,267216846900439;-0,56245670065565;-0,506896043543723;-0,0244945326430322;-0,708399726525781;-0,754938866579183;-0,493576054877611;-0,50062024859421;-0,558093418658658;-0,2752594967584;-0,971497912208623;-1,02781907590087
-29;-0,330537465754573;-1,57133297214478;-0,988370159380616;-0,29292375573525;-0,571992765033323;-0,524720909093308;-0,0643024069124096;-0,708399726525781;-0,754938866579183;-0,493576054877611;-0,571769233470525;-0,599282353714537;-0,330702324627388;-0,888360642860885;-0,897420666409156
-28;-0,347890860447979;0,0595825858663765;0,284603074125824;-0,301524393122512;-0,587914839697336;-0,546407152413077;-0,0520644389359481;-0,837529607002368;-0,873821342984875;-0,625079120220433;-0,605046375178016;-0,652794330730276;-0,346834326507708;-0,881155755992119;-0,872734689797709
-27;-0,370544766773487;0,0595825858663765;0,284603074125824;-0,311455407963996;-0,604584060693028;-0,568088980758869;-0,0592507444419698;-0,837529607002368;-0,873821342984875;-0,625079120220433;-0,627458366335349;-0,712632523817056;-0,385875343083196;-0,987760025964271;-1,02032414517115
-26;-0,396801594441011;1,25210051012977;1,41291854695328;-0,345878496240399;-0,628813825593864;-0,595507025987987;-0,101558345187601;-0,940013712931277;-0,962974887496499;-0,733373655697545;-0,703726302950074;-0,751387803328922;-0,39014863883674;-0,878217415981841;-0,856335157103718
-25;-0,416916437584964;1,92737148071854;2,31344005014613;-0,367629523013515;-0,650204660277385;-0,62145068309818;-0,105414625766195;-1,03044640728099;-1,05297093872742;-0,812523591962146;-0,74894829496264;-0,812038271977744;-0,394421315157694;-0,89191458670307;-0,932381755350844
-24;-0,435125757319748;1,92737148071854;2,31344005014613;-0,388341216118569;-0,674233376150528;-0,652499543710212;-0,117608361656889;-1,03044640728099;-1,05297093872742;-0,812523591962146;-0,807086130826156;-0,848768222359492;-0,417091325048755;-0,746146082435448;-0,80229998744576
-23;-0,452371911396898;3,24149792242947;3,74488278950352;-0,415373303898682;-0,693496553029673;-0,680996741608397;-0,129829051512104;-1,15791538699632;-1,17355603436141;-0,913993615869542;-0,857836605547187;-0,900711631150566;-0,427485049071386;-0,84748166587276;-0,863114652576504
-22;-0,471875084617498;3,24149792242947;3,74488278950352;-0,447383354281151;-0,717609237882108;-0,712826289994001;-0,153898272382021;-1,15791538699632;-1,17355603436141;-0,913993615869542;-0,917805113602365;-0,932013684485875;-0,450395375917741;-0,808956237118856;-0,806280565132145
-21;-0,490231561435588;4,57509693438962;5,1495310962391;-0,488887898424849;-0,742746671153617;-0,741749477025856;-0,184769543019861;-1,30677132885854;-1,3179217447237;-1,04348550270246;-0,954985428337062;-0,997736373844832;-0,488794734055445;-0,783624061395447;-0,802196249523713
-20;-0,529781433864226;4,57509693438962;5,1495310962391;-0,534842260721059;-0,773415598630136;-0,800042777420027;-0,223150992706382;-1,30677132885854;-1,3179217447237;-1,04348550270246;-1,01918142962223;-1,03184747203327;-0,519561191183172;-0,700977548921122;-0,750338243925502
-19;-0,549403675554705;6,38799589835462;7,57444662299034;-0,577364512917564;-0,801714822935774;-0,829363146394972;-0,282573752340641;-1,43217973602188;-1,43945717998053;-1,15675832339726;-1,07019038893866;-1,07641196266405;-0,541939050670022;-0,771049989629933;-0,798410694497927
-18;-0,567906203849114;6,38799589835462;7,57444662299034;-0,614410072917053;-0,829430664229902;-0,854909225651254;-0,352307014323803;-1,43217973602188;-1,43945717998053;-1,15675832339726;-1,11611090309903;-1,1170128114042;-0,545183641919906;-0,754436917403281;-0,77971027684738
-17;-0,591443612337615;8,3217459684651;8,97787863988661;-0,64086540676449;-0,846088312758618;-0,876503380695492;-0,421715653759956;-1,47384601428291;-1,4871541741408;-1,18262562643459;-1,15740966723582;-1,14685632257414;-0,548591090662018;-0,735297354089165;-0,757329528437896
-16;-0,602025222509739;8,3217459684651;8,97787863988661;-0,664564922878276;-0,865548808717683;-0,90175670761542;-0,506207782119997;-1,47384601428291;-1,4871541741408;-1,18262562643459;-1,20264775222061;-1,19320736692349;-0,552657645838166;-0,71951264229847;-0,738872336026248
-15;-0,620991820220518;9,87000884908797;10,8609199647714;-0,679632077546124;-0,881192797410752;-0,944887850082963;-0,593922049143366;-1,46881760667929;-1,4818117226403;-1,15140936477621;-1,25005250453252;-1,21723003352614;-0,539731400077871;-0,706862312935305;-0,723094060921984
-14;-0,638913033028173;11,4530942409798;11,7618751431238;-0,68135165436923;-0,891269143678016;-0,961544997595896;-0,677830181154135;-1,40218727280353;-1,41475024222044;-1,07363053440464;-1,26249376092508;-1,24397776780039;-0,514831630909995;-0,69112974038121;-0,706274010049068
-13;-0,652921538242338;11,4530942409798;11,7618751431238;-0,634949516707317;-0,888346350186098;-0,967839714688922;-0,721320701603942;-1,40218727280353;-1,41475024222044;-1,07363053440464;-1,27994711861421;-1,25970913051185;-0,48791664249478;-0,671026851887138;-0,686912271071091
-12;-0,662151846470268;11,9330489029648;12,7067376307595;-0,598496228378131;-0,853422483690912;-0,961181389910276;-0,832116754360493;-1,28892887111822;-1,30709274443244;-0,972960511864184;-1,28833958865487;-1,26158471973615;-0,444560051240173;-0,637049192590739;-0,654909132304256
-11;-0,668924820942946;11,9330489029648;12,7067376307595;-0,546856747007966;-0,826902767340331;-0,932433359331678;-0,89836211797351;-1,28892887111822;-1,30709274443244;-0,972960511864184;-1,27318835735314;-1,25843398832;-0,387717134824883;-0,603623006985864;-0,623553550240529
-10;-0,664201872433214;12,9369837948641;13,9278381180286;-0,486110545320441;-0,799359169269342;-0,911331943811066;-0,872903032861249;-1,12714524609465;-1,14744474704893;-0,849832466648986;-1,24306127592662;-1,22645245657735;-0,326106585285662;-0,542709032536917;-0,564843608613376
-9;-0,648061633126814;13,1419985955553;14,198884605686;-1,34316109776419;-0,740887881839112;-0,852061288694662;-0,788370293339614;-0,933760114739763;-0,951935159167838;-0,706549922106285;-1,20281875343658;-1,17305856198563;-0,249278551736013;-0,468815807647804;-0,492705673423053
-8;-0,621696398039364;14,0741640895832;14,9498178218885;-1,21267979361791;-0,710674812563413;-0,813647490129438;-0,63794897996643;-0,778864036347932;-0,791934241026389;-0,598729741952888;-1,14683410685044;-1,11904841315284;-0,176365638777173;-0,386612223700105;-0,410970284074615
-7;-0,586269698018901;14,0741640895832;14,9498178218885;-0,202967706911563;-0,637736885980058;-0,72868955139047;-0,514706577644934;-0,778864036347932;-0,791934241026389;-0,598729741952888;-1,064906385435;-1,02223464434895;-0,12162460473777;-0,325517404729941;-0,349220399984239
-6;-0,536012514982336;14,9224003786368;15,6509567593508;-0,160202345877107;-0,553174972031881;-0,67767808104967;-0,39057619024675;-0,637977103718368;-0,645969554914918;-0,500713145271774;-0,962111715409098;-0,937725813732022;-0,064336501167488;-0,242849710302626;-0,264337555980791
-5;-0,464481866686669;15,6981212849282;16,6778835354015;-0,147516276155296;-0,437835799531435;-0,557864946172092;-0,150823638984206;-0,517925377658862;-0,522407446511411;-0,41547390174365;-0,835303618233539;-0,774695295855386;-0,0041646034261504;-0,152622702649037;-0,169160806452804
-4;-0,366037189257557;19,5304645642786;19,4580285977799;-0,0979896219664815;-0,296118850050927;-0,41792294563072;-0,114784498296277;-0,321131102504913;-0,324944228080094;-0,269647748832836;-0,645680729961139;-0,656027490420309;0,0834410636822336;-0,0460138411276288;-0,0554321069352235
-3;-0,239513504037197;23,4958000176224;20,7968869411548;-0,0386534231153331;-0,110050590430618;-0,254479329229073;-0,0325282169316551;-0,243469886419831;-0,247557757470622;-0,210053898731102;-0,446062606037728;-0,418103423070073;0,224893389606332;0,0536235041036629;0,0499541801278048
-2;-0,0722502680406699;24,6140077343896;21,3430457008388;0,303602410342532;0,0757862630137771;-0,0950080066601301;0,138933604656243;-0,132923099560748;-0,133783667212595;-0,127705853405116;-0,211919218950042;-0,251635394224722;0,444503211036433;0,0404287013090645;0,0458133868864171
-1;0,127080501913847;15,1271584792042;15,006766198386;0,0713005508786313;0,368359971779582;0,169907842261344;0,302817996564028;-0,0610808410548523;-0,0606809275421227;-0,0734384714362027;0,0245525992078656;0,0249262616847531;0,688927985858014;0,44724797252393;0,453775872437495
0;0,346497070099388;0,732217772916873;1,16879626475674;0,161906464713997;0,565539546659404;0,452315374063019;0,473247814949916;-0,00753737597192253;-0,00437574011682987;-0,0318494193334699;0,296505398900582;0,290922161337252;0,954355140444877;0,846866167693346;0,871069494977715
1;0,55359869428774;-5,9871927850171;-5,3583052012884;0,231988271761378;0,853855282652126;0,72787302721423;0,624165248073108;0,0190069159900309;0,0250527511400448;-0,0095658735377408;0,546649997409914;0,490067818515173;1,08363060347665;0,777558264226709;0,785771581052935
2;0,730708101761638;-13,3833085185092;-12,9099251481188;0,272716260313364;1,12136431197498;0,980704653759125;0,751580607554173;0,0865888875451008;0,0964480094047027;0,0471496750817451;0,792436957299171;0,744629598341992;1,29542919762891;0,990137562643166;1,00308425971459
3;0,889814119588659;-12,6760969320421;-12,9581094154862;0,349762453844909;1,28515691800073;1,13741649803356;0,756941191946569;0,196818085394597;0,210058837777084;0,136480602949522;0,982742751310261;0,886040334430338;1,4670977602417;1,1326277596046;1,14279087675001
4;1,0103815055047;-9,06114857390462;-11,1694502491099;0,387670916017134;1,44529067923954;1,29689291741143;0,825824305592618;0,268840986791388;0,278646570289101;0,195501346397369;1,13456849108061;1,0569864433102;1,57973888343259;1,23862036140762;1,25282822437906
5;1,10838895961108;-4,5130274238494;-8,15006121777152;0,449971103482554;1,57531897294175;1,44099110891961;0,900112536115978;0,443439486516937;0,449467312268962;0,3167284087303;1,25775251035589;1,18502273475878;1,66293077869431;1,33760195578563;1,35196140870424
6;1,1816512283443;-3,93722405427992;-7,37252027332506;0,550676984841513;1,68709480746871;1,57592203430042;1,01863887186759;0,549255770647059;0,557834112467755;0,379060639404902;1,32881663595929;1,2779962589138;1,71223161081946;1,41121543032071;1,41679493026493
7;1,24000306809377;-3,4411981584258;-6,66397340971875;0,649114409071533;1,77542434829952;1,62401030089331;1,21999753989988;0,662850215883264;0,684645039330991;0,459246636282769;1,40695044429728;1,34881332510297;1,74270594461201;1,4904071220296;1,48605309455553
8;1,28603252290626;-3,4411981584258;-6,66397340971875;0,788336598587281;1,84612896713433;1,70789584358741;1,35821246895093;0,662850215883264;0,684645039330991;0,459246636282769;1,45633500356474;1,41367488639552;1,78127080579576;1,55241493713756;1,54607424063288
9;1,3347550560468;-3,57186391804286;-6,56303503111953;0,873002086420521;1,87277721393969;1,73848694546076;1,59637736104714;0,78068312297986;0,821574748395452;0,53624427916247;1,51789103405154;1,45876243043709;1,83168808648359;1,60820255436994;1,60058385697971
10;1,38938612726017;-4,50107141701304;-6,64555058537213;1,06805371334902;1,92582193061759;1,79387738157195;1,78004555838983;0,903970668788788;0,960121266555221;0,614067808160529;1,57860402340144;1,51835041861671;1,89340525559915;1,71881795827374;1,70873760891385
11;1,44321851437792;-5,54213149822048;-6,92823293440792;1,19149053168115;1,94831745228562;1,81680157400434;1,91168415078012;1,02718379489864;1,09737118607923;0,669441430361839;1,64249390199795;1,58878397164701;1,9565929198087;1,6964192693674;1,71781709679848
12;1,49731683112265;-5,54213149822048;-6,92823293440792;1,30655605459339;1,97439617291508;1,86712902519068;2,04500521617088;1,02718379489864;1,09737118607923;0,669441430361839;1,69638230063697;1,66016807170043;2,03114494536717;1,78369121994487;1,79801573719839
13;1,53002001067926;-6,29361210938013;-7,07350813991045;1,41660262191956;2,01491459978255;1,89216881436964;2,15072165107805;1,24900356516424;1,33571773147774;0,838958837244689;1,74959375023348;1,70215075690013;2,0907977830706;1,84188663154883;1,84168360895866
14;1,56029987546679;-6,29361210938013;-7,07350813991045;1,57405466302889;2,02368212320553;1,92528793058912;2,22039881365794;1,24900356516424;1,33571773147774;0,838958837244689;1,79852389252674;1,74671424458155;2,10114422465222;1,85305902243482;1,86405999291803
15;1,58459029819107;-5,64015490734708;-6,37903736109848;1,59520897236852;2,02408089306235;1,93354503316871;2,18238819685402;1,36037766372605;1,45531381406201;0,877541911677713;1,83008821913149;1,78802047490035;2,06433168282979;1,85911881617;1,88267502785901
16;1,6097514843461;-4,57387388321765;-4,44263880772891;1,6005171288573;2,01833796674357;1,93154765601266;2,11159667864753;1,4648032446602;1,56533896031119;0,932186238765244;1,8536557031019;1,80863906555009;2,01822890615183;1,81248866334481;1,85113655925884
17;1,61961924878117;-4,57387388321765;-4,44263880772891;1,58677946694217;2,011031231225;1,92460224998832;1,98338286594047;1,4648032446602;1,56533896031119;0,932186238765244;1,87592649869311;1,82405333347008;1,97151933006105;1,83796953245036;1,86763738246038
18;1,63727871238725;-0,969247294793737;-2,23402562829879;1,56805522914995;1,99473250726412;1,91145886170307;1,88193066089867;1,47532067196688;1,59205405608142;0,926759198459874;1,87732982758336;1,82862695568301;1,92873981548059;1,95921905183454;1,98127196699996
19;1,64112936885443;-0,969247294793737;-2,23402562829879;1,54729662627893;1,97521361482301;1,89651850811785;1,76255539446236;1,47532067196688;1,59205405608142;0,926759198459874;1,88358945583654;1,82823295260824;1,85582931550247;1,88320688162348;1,90132107487227
