"Longitude";"ACCESS1-0";"CanESM2";"CCSM4";"CMCC-CESM";"CMCC-CM";"CMCC-CMS";"CNRM-CM5";"CSIRO-Mk3-6-0";"GISS-E2-H-CC";"GISS-E2-H";"GISS-E2-R-CC";"GISS-E2-R";"HadGEM2-CC";"HadGEM2-ES";"IPSL-CM5A-LR";"IPSL-CM5A-MR";"IPSL-CM5B-LR";"MIROC5";"MIROC-ESM-CHEM";"MIROC-ESM";"MPI-ESM-LR";"MPI-ESM-MR";"MRI-CGCM3";"MRI-ESM1";"NorESM1-ME";"NorESM1-M"
12,5;-59,5207656694449;-56,0728852732556;-57,3417679688554;-58,5084461285856;-60,7964869683249;-59,8539703935648;-65,4138410738613;-59,128862949708;-61,6648225790718;-69,6021480915965;-61,596727994588;-65,6300421789957;-65,5457044012757;-65,1920135831002;-58,7761855490312;-63,0146202901334;-71;-67,7524600956656;-65,8058444289658;-66,2911310668964;-66,4792937990754;-64,6710679042065;-59,6889528495873;-60,6406525111074;-55,6870154318012;-57,8075994367079
13,5;-59,5762191036992;-57,6294314717728;-57,6576124291276;-58,7957439633575;-61,119543846588;-60,100161718103;-65,317092827329;-59,128862949708;-61,7959445389409;-69,5464293351889;-70;-69,6152941290678;-65,3442014480065;-64,9314213245678;-59,0478242498117;-63,4811157569263;-70;-67,7524600956656;-65,8389402112662;-66,2907520283488;-65,9614955050822;-64,5855479908777;-59,6981658143033;-60,6640240406293;-56,5862240612461;-57,8718188348796
14,5;-59,6056893781453;-57,6294314717728;-58,0190635399695;-58,7957439633575;-61,119543846588;-60,100161718103;-65,288373888695;-59,8307179741483;-61,7959445389409;-69,5464293351889;-70;-69,6152941290678;-65,1731877896299;-64,7287852341706;-59,0478242498117;-63,4811157569263;-70;-68,0825778400398;-65,9696497659671;-66,3837130156656;-65,9934319780073;-64,5781785610451;-59,7068671398613;-60,7429599406041;-56,7767267406901;-57,9107534037569
15,5;-59,6151555531574;-58,6735469073359;-58,4334787347514;-58,9195417092523;-61,43533549953;-60,3935614852567;-65,3086502024452;-59,8307179741483;-61,9413086658862;-69,5471078522398;-70;-69,6048939166561;-65,1348883889944;-64,6757096057496;-59,3046448270355;-63,6577011326458;-70;-67,8553925044363;-66,3066079636672;-66,5198720792281;-66,1431320186773;-64,5588827969752;-59,7985836934584;-60,7867941375203;-56,9308865761254;-57,9284156691495
16,5;-59,600034436635;-58,6735469073359;-58,7841901715985;-58,9195417092523;-61,43533549953;-60,3935614852567;-65,4265145110909;-60,5683755502561;-61,9413086658862;-69,5471078522398;-70;-69,6048939166561;-65,2334232634518;-64,7723556914764;-59,3046448270355;-63,6577011326458;-70;-67,7407002069659;-66,3066079636672;-66,5198720792281;-66,4633295680733;-64,5442698565096;-59,7820383369934;-60,570152804827;-57,083389442515;-57,9265244476128
17,5;-59,5563978864736;-58,6735469073359;-59,0500507443789;-58,9380013900214;-61,7803682409921;-60,8437610905415;-65,6862414621162;-60,5683755502561;-61,9413086658862;-69,5471078522398;-70;-69,6048939166561;-65,457022155149;-65,0639930686112;-59,5747503517625;-63,7969679271571;-70;-68,4373358363209;-66,5521425250731;-66,5757761678344;-66,7744062667038;-64,7128913890082;-59,7135444995418;-60,2383545611289;-57,2344549254587;-57,9097491811163
18,5;-59,5163588995392;-58,7964268770128;-59,0500507443789;-58,9380013900214;-61,7803682409921;-60,8437610905415;-65,9969670793784;-61,0383151206206;-62,1643945251158;-69,5519026995272;-70;-69,2677759909636;-65,8448768605427;-65,5304552803389;-59,5747503517625;-63,7969679271571;-70;-68,2040925334117;-66,5696372426812;-66,6139775658791;-66,8651024357086;-65,0432846055317;-59,6412908489296;-60,2203480320585;-57,2344549254587;-57,9097491811163
19,5;-59,4180041449199;-58,7964268770128;-59,3223507816347;-58,8807179944061;-62,0837885121054;-61,3389626453884;-66,2888470595682;-61,0383151206206;-62,1643945251158;-69,5519026995272;-70;-69,2677759909636;-66,108637866149;-65,8971044557193;-59,9184557999428;-63,9700049613531;-70;-67,9299257989397;-66,5696372426812;-66,6139775658791;-67,2347550977469;-65,2551635687497;-59,5899963360243;-60,1766021575493;-57,3692851177973;-57,8914190502675
20,5;-59,318834591926;-58,7964268770128;-59,5599884417729;-58,8807179944061;-62,0837885121054;-61,3389626453884;-66,4619101892359;-61,8008346660828;-62,4152129765016;-70,3671627729029;-71;-69,2648401364604;-66,2517402143587;-66,1207418861263;-59,9184557999428;-63,9700049613531;-71;-68,3477473931425;-66,5803499304841;-66,6320324844268;-67,5402385404945;-65,3088766179989;-59,4555258005597;-60,1784390587126;-57,4982063084894;-57,8897658366137
21,5;-59,2536330632699;-58,9133056163145;-59,7251030667017;-58,8121455368789;-62,4301756606496;-61,7852427715463;-66,5121048889341;-61,8008346660828;-62,4152129765016;-69,5671627729029;-70;-68,8648401364604;-66,2638347413016;-66,1964862340191;-60,3795911620068;-64,1844485459839;-70;-68,3477473931425;-66,5831081473677;-66,6262881918991;-67,5545365118616;-65,2701403696558;-59,4643461574152;-60,2030259838928;-57,5386598586903;-57,9233922180311
22,5;-59,2936987917832;-58,9133056163145;-59,8706719012078;-58,8121455368789;-62,4301756606496;-61,7852427715463;-66,5024670248433;-62,2293519968886;-62,4152129765016;-70,3671627729029;-71;-69,2648401364604;-66,2077784253774;-66,1775287447607;-60,3795911620068;-64,1844485459839;-71;-67,9850608769673;-66,5831081473677;-66,6262881918991;-67,5651603111179;-65,2768284214049;-59,5657822298801;-60,3408154626798;-57,5943174856963;-58,021219346883
23,5;-59,4773601554641;-58,9133056163145;-60,0234053248201;-58,7719231925687;-62,6430416333736;-62,1092504365631;-66,4352682320703;-62,5583770740677;-64,0415322667066;-70,253537511613;-68,2282138386911;-69,0646400513058;-66,1106425211392;-66,1105427488375;-60,9515860456904;-64,4949465224543;-71;-68,2110646702792;-66,5913387948203;-66,6211813259216;-67,113352548251;-65,3559962281001;-59,6353601237173;-60,517728384875;-57,6797945308825;-58,2417669963496
24,5;-59,7200175158692;-59,1123753055759;-60,2009373091703;-58,7719231925687;-62,6430416333736;-62,1092504365631;-66,3194931628643;-62,5583770740677;-64,0415322667066;-70,253537511613;-68,2282138386911;-69,0646400513058;-66,0149480609808;-66,0310927702621;-60,9515860456904;-64,4949465224543;-71;-68,1819189237929;-66,5635272111041;-66,6167999543525;-67,056624764572;-65,4838546359549;-59,779818993416;-60,5835777284854;-57,8146478214393;-58,5522680758868
25,5;-59,9269080894869;-59,1123753055759;-60,4014081915134;-58,7930814774454;-62,8148221507358;-62,3221212998811;-66,1806895762961;-62,6313547133782;-65,5345745979908;-70,4169865325878;-67,8640207468672;-67,7818500611162;-65,9114001223272;-65,9391658263281;-61,5971944561653;-65,1490704304038;-71;-67,8397328501251;-66,5183066847082;-66,5894767125103;-67,0003782228946;-65,4091951371924;-59,8510842530141;-60,5922747890399;-58,0253218025525;-58,7023819518551
26,5;-60,1203809158639;-59,1123753055759;-60,5602737675303;-58,7930814774454;-62,8148221507358;-62,3221212998811;-66,0492863004431;-62,6313547133782;-65,5345745979908;-69,6169865325878;-67,8640207468672;-67,7818500611162;-65,8080210421111;-65,8463811614307;-61,5971944561653;-65,1490704304038;-70;-67,761734887435;-66,5183066847082;-66,5894767125103;-66,9792207175026;-65,2681651799555;-59,873558920842;-60,5714332581864;-58,3277092994754;-58,8146627617648
27,5;-60,2787631985162;-59,5660363620006;-60,5602737675303;-58,9248439723669;-62,9573278497266;-62,5061031526925;-65,8846201193377;-62,6473983095381;-65,5345745979908;-69,6169865325878;-67,8640207468672;-67,7818500611162;-65,715336546696;-65,7531797978551;-62,1694105107507;-65,473860183353;-70;-67,6373759909575;-66,408866126336;-66,5182468285359;-66,9271090577929;-65,1316487154095;-59,8749586356302;-60,5656333739901;-58,3277092994754;-58,8146627617648
28,5;-60,4218441706402;-59,5660363620006;-60,6917328399654;-58,9248439723669;-62,9573278497266;-62,5061031526925;-65,7459298932008;-62,6473983095381;-65,6927268439058;-69,6513845506706;-67,5175516013445;-66,8274804217119;-65,6232505835347;-65,6394690953577;-62,1694105107507;-65,473860183353;-70;-67,6373759909575;-66,1965121258352;-66,1438162731785;-66,6644351982498;-64,983283083851;-59,8671575398322;-60,5733702012161;-58,5573510551635;-58,902473901203
29,5;-60,5165165685447;-59,5660363620006;-60,8150424933019;-59,2061447905362;-63,058560989924;-62,6462298525291;-65,5650120435505;-62,6230922027189;-65,6927268439058;-69,6513845506706;-67,5175516013445;-66,8274804217119;-65,4800676456293;-65,5130417134761;-62,505746526966;-65,4855495667698;-70;-67,254919130418;-66,1965121258352;-66,1438162731785;-66,6009218181287;-64,8024352713968;-59,8257548321412;-60,5548756532418;-58,6529828724778;-58,9865419416761
30,5;-60,5895631699708;-60,0544254079041;-60,928578801944;-59,2061447905362;-63,058560989924;-62,6462298525291;-65,3359455894969;-62,6230922027189;-65,7904269130341;-70;-65,7749590672149;-65,9539812672929;-65,290097212724;-65,3710043784568;-62,505746526966;-65,4855495667698;-70;-67,0402710590534;-66,0106748604088;-65,936476432253;-65,6357910250571;-64,4532261941915;-59,7598344825938;-60,4955793845841;-58,7456971095826;-59,0961350796917
31,5;-60,6556928107795;-60,0544254079041;-61,03576729819;-60,1357910930963;-63,1005067486881;-62,7742869670874;-65,0812180348414;-62,5678397432189;-65,7904269130341;-70;-65,7749590672149;-65,9539812672929;-65,0408511655276;-65,098737364274;-62,6459235988425;-65,2611369850477;-70;-67,0187947030458;-65,8584174600974;-65,7911662656703;-65,5735233666342;-64,2604323688065;-59,7434763153923;-60,2038012996705;-58,8546372048932;-59,2630192313593
32,5;-60,7437970144907;-60,0468470857694;-61,1400592725063;-60,1357910930963;-63,1005067486881;-62,7742869670874;-64,8447423381504;-62,5678397432189;-65,7904269130341;-69;-65,7749590672149;-65,9539812672929;-64,8450680945766;-64,8538466505058;-62,6459235988425;-65,2611369850477;-69;-66,726966116212;-65,7428682291581;-65,7013024631965;-65,2030149963562;-64,135312166252;-59,7927280035163;-59,9785987737675;-58,9921112007714;-59,5229422034355
33,5;-60,8357106516715;-60,0468470857694;-61,2349906530454;-63,4855075483352;-63,0541336450014;-62,9321070702427;-64,692001559423;-62,5128053860326;-65,9142320699414;-68,6227939409956;-65,7234587082679;-66,1922856958889;-64,6515388495274;-64,5839940754157;-62,6968751765998;-64,9858622785838;-69;-66,6938562220773;-65,7428682291581;-65,7013024631965;-64,9466046839168;-64,0566279463974;-59,9035356090973;-59,8675849077517;-59,1800823312006;-59,759760036606
34,5;-61,0116222247687;-60,0468470857694;-61,3309742959722;-63,4855075483352;-63,0541336450014;-62,9321070702427;-64,6089967360641;-62,5128053860326;-65,9142320699414;-68,6227939409956;-65,7234587082679;-66,1922856958889;-64,4399630441493;-64,3335287552102;-62,6968751765998;-64,9858622785838;-69;-66,7490391409793;-65,6469938841161;-65,6099218864779;-64,8798524027523;-64,0712265441422;-59,9820664922837;-59,8510967315648;-59,4465300714844;-60,0432709205832
35,5;-61,2371241798675;-59,5378111158581;-61,4196617270861;-63,3404087388858;-63,0222688647531;-63,2556345603994;-64,5799264436086;-62,4837764035477;-66,3661798615187;-68,5473240801805;-65,9711671421495;-66,6740986264746;-64,5291834899323;-64,3713671115427;-62,7273134686598;-64,8057355547685;-69;-66,6772340312887;-65,5423123616766;-65,5452509658653;-64,89401514642;-64,2868334788567;-60,0286804304225;-59,8944478076812;-59,629228125499;-60,4162771093313
36,5;-61,504735055444;-59,5378111158581;-61,4196617270861;-63,3404087388858;-63,0222688647531;-63,2556345603994;-64,6358453057238;-62,4837764035477;-66,3661798615187;-68,5473240801805;-65,9711671421495;-66,6740986264746;-64,7345644496712;-64,6968339396793;-62,7273134686598;-64,8057355547685;-69;-66,5323033101584;-65,5423123616766;-65,5452509658653;-65,0764220168996;-64,7402271493336;-60,050519171836;-59,9517614112956;-59,629228125499;-60,4162771093313
37,5;-61,571886640539;-59,5378111158581;-61,5015427571933;-63,1908697745759;-63,043481175685;-63,7033227314498;-64,7875634155628;-62,4719200652973;-66,3661798615187;-69,1473240801805;-65,9711671421495;-66,6740986264746;-64,9760506780751;-64,9736797454086;-62,8057637225892;-64,6643177487206;-70;-66,674531513266;-64,0477091035338;-64,088861647154;-65,3848570751027;-65,0960887292358;-60,0613905798421;-59,9555084773683;-59,763620728939;-60,688776478338
38,5;-61,6623971028429;-59,1904540386317;-61,5710271797924;-63,1908697745759;-63,043481175685;-63,7033227314498;-64,9839177753486;-62,467992730995;-67,6070129502107;-69,155942900385;-67,7072351489606;-67,4160255367541;-65,0996113780144;-65,1095731835812;-62,8057637225892;-64,6643177487206;-70;-66,6152015342634;-63,8184418001187;-63,7988340943308;-64,9532459581437;-65,1713001928981;-60,0474281283444;-59,9141116126116;-59,8778723682226;-60,9609805551209
39,5;-61,8191917687785;-59,1904540386317;-61,6300995221995;-62,9924779409165;-63,1462350109412;-63,9047490475754;-65,126736358435;-62,467992730995;-67,6070129502107;-69,155942900385;-67,7072351489606;-67,4160255367541;-65,0712260100535;-65,0702931686753;-62,8692508600452;-64,5432659383142;-70;-66,083914523147;-63,6190503299522;-63,6310584001958;-64,8119447605334;-64,776959018423;-60,0352669133638;-59,8745003047809;-59,9652604182337;-61,2744940534439
40,5;-61,9712352896232;-59,1904540386317;-61,6815691967185;-62,9924779409165;-63,1462350109412;-63,9047490475754;-65,0907213815042;-62,450990977523;-66,2349238790231;-68,6839685644187;-69;-68,4180954683503;-64,9415941663789;-64,9306579037578;-62,8692508600452;-64,5432659383142;-69;-65,7301439133448;-63,6190503299522;-63,6310584001958;-64,5282224789029;-64,484149331458;-60,0277933664961;-59,8702927588373;-60,0286509683565;-61,5294135767112
41,5;-62,1505803852526;-59,1391425956098;-61,7349258835862;-62,7748405450582;-63,2883503141611;-63,8426399852679;-64,9185439892952;-62,450990977523;-66,2349238790231;-68,6839685644187;-69;-68,4180954683503;-64,7791870566022;-64,7612932317491;-62,8560866705055;-64,251893454293;-69;-65,8613868577183;-63,465491112957;-63,5504223466527;-64,3194841728938;-64,2090044880768;-60,020751098454;-59,862707574718;-60,07666344614;-61,6013292429756
42,5;-62,284341984038;-59,1391425956098;-61,7828747062524;-62,7748405450582;-63,2883503141611;-63,8426399852679;-64,7807312853217;-62,4236005192605;-66,2349238790231;-68;-68;-67,6180954683503;-64,6124380364973;-64,5636705727789;-62,8560866705055;-64,251893454293;-68;-65,6200358523064;-63,0493337439513;-63,1911844320855;-63,9943707810551;-64,0679142581264;-60,0470713273669;-59,8545165320263;-60,1167414474205;-61,6410485027444
43,5;-62,3200522394885;-59,1391425956098;-61,8205007299105;-62,5314611092498;-63,3165315284524;-63,7136981795805;-64,686006086146;-62,4236005192605;-65,9867510980393;-68;-65,8728207390208;-65,9997283005878;-64,3384853176772;-64,2849466749472;-62,6548544990147;-63,8919486181739;-68;-65,4392938120946;-63,0493337439513;-63,1911844320855;-63,9672052084441;-63,892266855459;-60,0886711103697;-59,8629622483454;-60,1448717318324;-61,6541547387171
44,5;-62,2480267965869;-59,1677604391615;-61,8412509490845;-62,5314611092498;-63,3165315284524;-63,7136981795805;-64,5935854232127;-62,299480901541;-65,9867510980393;-68;-65,8728207390208;-65,9997283005878;-64,0442846310826;-64,0098447849755;-62,6548544990147;-63,8919486181739;-68;-65,4101763528704;-62,792644751771;-62,8111209632906;-63,7789570085767;-63,7749496097846;-60,1471028476394;-59,8756406274146;-60,1570731849746;-61,6455512521319
45,5;-62,1108223158441;-59,1677604391615;-61,8412509490845;-62,069970905251;-63,1753369198317;-63,6231513793134;-64,3527798831415;-62,299480901541;-65,8135679809708;-68;-65,9879356240471;-66,1415097148208;-63,8657049639487;-63,8386286766526;-62,4321529261582;-63,7075662379936;-68;-64,7502712611065;-62,6151504554746;-62,6294853357741;-63,6764145315342;-63,6785630700719;-60,2278271243773;-59,8874919756628;-60,1570731849746;-61,6455512521319
46,5;-62,0210372507571;-59,4688888551798;-61,8575515123588;-62,069970905251;-63,1753369198317;-63,6231513793134;-63,9398563650744;-62,0837745724867;-65,8135679809708;-68;-65,9879356240471;-66,1415097148208;-63,7401076652807;-63,7120915200593;-62,4321529261582;-63,7075662379936;-68;-64,6511376453863;-62,5014112006925;-62,5568399513849;-63,6469155912795;-63,5829480640397;-60,3037327233345;-59,8943844461709;-60,1524862124206;-61,629535223822
47,5;-61,9360185072365;-59,4688888551798;-61,8891280451211;-61,7753804703355;-62,9509014138182;-63,473110774456;-63,7528254714544;-62,0837745724867;-65,8135679809708;-68;-65,9879356240471;-66,1415097148208;-63,64194531593;-63,5943735019541;-62,1311148987101;-63,6348580549244;-68;-63,9888670628822;-62,5014112006925;-62,5568399513849;-63,6077611813237;-63,5064515559142;-60,4594817165879;-59,8968422455099;-60,1423695127128;-61,622720518534
48,5;-61,8598883704789;-59,4688888551798;-61,940233822654;-61,7753804703355;-62,9509014138182;-63,473110774456;-63,6343971243723;-61,899880002928;-64,0027918134027;-68;-68;-67,6988747692959;-63,5669759935624;-63,48286556772;-62,1311148987101;-63,6348580549244;-68;-63,988847002193;-62,2294200438523;-62,4518232831842;-63,5542444043565;-63,4558831167117;-60,5619746833046;-59,8877458414606;-60,1349831414299;-61,6371832078729
49,5;-61,8145803546886;-59,7733025315778;-61,9951228833224;-61,5622433524792;-62,7646328557264;-62,8953645066181;-63,5434405156209;-61,899880002928;-64,0027918134027;-67;-67;-66,8988747692959;-63,4983685340956;-63,3668115549007;-61,8840836962379;-63,5736451592997;-67;-64,2810717910367;-62,0624703488414;-62,1474282195705;-62,9329285925905;-63,4217267117536;-60,5743116899784;-59,8672386501595;-60,1341139651189;-61,6720310645188
50,5;-61,794150536435;-59,7733025315778;-62,0311802547632;-61,5622433524792;-62,7646328557264;-62,8953645066181;-63,4033069696069;-61,7665671756043;-63,6947716462068;-67;-67;-67;-63,2933891523993;-63,2301114454324;-61,8840836962379;-63,5736451592997;-67;-63,7584535367468;-62,0624703488414;-62,1474282195705;-62,9279263124968;-63,284867176085;-60,5384650079108;-59,8383150708557;-60,1342366215736;-61,7245267820216
51,5;-61,7862987398448;-59,7733025315778;-62,0382227022369;-61,1565009986867;-62,6258862989326;-62,6498452431572;-63,2476468647928;-61,7665671756043;-63,6947716462068;-66;-66;-66;-63,125793668415;-63,0832117340091;-61,6749829416936;-63,4108936880342;-66;-63,7609698961229;-61,9451931147422;-61,9229585315245;-62,9541939041351;-63,1859567778538;-60,5017849119217;-59,8247387896839;-60,143139788582;-61,7792799821047
52,5;-61,7855969108813;-59,8329881627044;-62,0211030538312;-61,1565009986867;-62,6258862989326;-62,6498452431572;-63,1423717852109;-61,7014587818893;-63,6947716462068;-66;-66;-66;-63,0130664589673;-62,9862979587471;-61,6749829416936;-63,4108936880342;-66;-63,6735336124044;-61,8450847491902;-61,8036349670164;-63,0125709506346;-63,2033664222673;-60,5037836494392;-59,849360247768;-60,1555470160331;-61,8173773176229
53,5;-61,7967096659184;-59,8329881627044;-61,9885392362771;-60,8655385158897;-62,5181999040955;-62,3031434821984;-63,0984592936376;-61,6710607620356;-63,6140395653529;-66;-66;-66;-62,9298048771984;-62,9171290378745;-61,5441171408697;-63,0531535853778;-66;-64,3136231724922;-61,7717703823422;-61,7385478722234;-63,1581669748782;-63,3820006810726;-60,5192648201975;-59,8729174913707;-60,1554386525043;-61,8381059826876
54,5;-61,8298669408949;-59,8329881627044;-61,9885392362771;-60,8655385158897;-62,5181999040955;-62,3031434821984;-63,1591881495111;-61,6710607620356;-63,6140395653529;-66;-66;-66;-62,8800328635007;-62,8747374588286;-61,5441171408697;-63,0531535853778;-66;-63,8497907866712;-61,7717703823422;-61,7385478722234;-63,4286222086137;-63,5011054849421;-60,4429137127121;-59,9298914318743;-60,1554386525043;-61,8381059826876
55,5;-61,8837109700766;-59,8549437690465;-61,9421451813824;-60,6773853344648;-62,3490919462234;-61,9993681320809;-63,2978425883489;-61,667323540239;-62,2345705323678;-66;-66;-65,2990356329604;-62,8566921031683;-62,8487392507837;-61,4582327089289;-62,8612599722193;-66;-63,7005642320211;-61,7246963625461;-61,70906102724;-63,5775857964987;-63,5301402796949;-60,3816151649491;-59,9961178367869;-60,1319102084362;-61,8474674216017
56,5;-61,9804936352758;-59,8549437690465;-61,882652428048;-60,6773853344648;-62,3490919462234;-61,9993681320809;-63,4444582761011;-61,667323540239;-62,2345705323678;-67;-67;-65,8990356329604;-62,85610407499;-62,84288640289;-61,4582327089289;-62,8612599722193;-67;-63,7111244964626;-61,6878922893087;-61,6835491731635;-63,5901508973536;-63,5794719111979;-60,3531417191544;-60,0232507788563;-60,0859673776609;-61,8387741275267
57,5;-62,1531183497627;-59,8549437690465;-61,8204783020201;-60,4910341003409;-62,2105838062656;-61,8886359769512;-63,5950695290321;-61,6674586464789;-62,2345705323678;-67;-67;-65,8990356329604;-62,8582090285084;-62,8512579784311;-61,3570403707223;-62,7812082428726;-67;-63,6721850543595;-61,6878922893087;-61,6835491731635;-63,6988827305549;-63,668231345011;-60,3640775434402;-60,0156404611743;-60,0356223829411;-61,8132161570392
58,5;-62,5661161557212;-59,79015170119;-61,7687472310538;-60,4910341003409;-62,2105838062656;-61,8886359769512;-63,6797481745514;-61,6674586464789;-61,8943369021547;-67;-65,8624192982304;-64,5324087802202;-62,852878556014;-62,8606761947914;-61,3570403707223;-62,7812082428726;-67;-64,5420683198214;-61,6510007535378;-61,6380228166368;-63,8001698927615;-63,739824504707;-60,2989047352161;-59,9762050623085;-59,9814207621381;-61,7791873391479
